,API,Arg,Descp,Normalized_descp,dtype,tensor_t,structure,shape,ndim,range,enum
581,tf.keras.layers.BatchNormalization,trainable,"Boolean, if `True` the variables will be marked as trainable.",D_TYPE if CONSTANT_BOOL the variables will be marked as trainable,D_TYPE,,,,0,,
582,tf.keras.layers.SeparableConv1D,trainable,"Boolean, if `True` the weights of this layer will be marked as trainable (and listed in `layer.trainable_weights`).",D_TYPE if CONSTANT_BOOL the weights of this layer will be marked as trainable and listed in layer trainable_weights,D_TYPE,,,,0,,
583,tf.keras.backend.in_test_phase,training,"Optional scalar tensor (or Python boolean, or Python integer) specifying the learning phase.",Optional scalar D_STRUCTURE BSTR specifying the learning phase,bool;int,D_STRUCTURE,,,0,,
584,tf.nn.compute_accidental_hits,true_classes,"A `Tensor` of type `int64` and shape `[batch_size, num_true]`. The target classes.",A D_STRUCTURE of type D_TYPE and shape BSTR,D_TYPE,D_STRUCTURE,,BSTR,,,
585,tf.nn.compute_accidental_hits,true_classes,"A `Tensor` of type `int64` and shape `[batch_size, num_true]`. The target classes.",The target classes,,,,,,,
586,tf.random.all_candidate_sampler,true_classes,"A `Tensor` of type `int64` and shape `[batch_size, num_true]`. The target classes.",A D_STRUCTURE of type D_TYPE and shape BSTR,D_TYPE,D_STRUCTURE,,BSTR,,,
587,tf.random.all_candidate_sampler,true_classes,"A `Tensor` of type `int64` and shape `[batch_size, num_true]`. The target classes.",The target classes,,,,,,,
588,tf.io.decode_jpeg,try_recover_truncated,An optional `bool`. Defaults to `False`. If true try to recover an image from truncated input.,An optional D_TYPE,D_TYPE,,,,0,,
589,tf.io.decode_jpeg,try_recover_truncated,An optional `bool`. Defaults to `False`. If true try to recover an image from truncated input.,Defaults to CONSTANT_BOOL,,,,,,,
590,tf.io.decode_jpeg,try_recover_truncated,An optional `bool`. Defaults to `False`. If true try to recover an image from truncated input.,If CONSTANT_BOOL try to recover an image from truncated input,bool,,,,0,,
591,tf.gradients,unconnected_gradients,Optional. Specifies the gradient value returned when the given input tensors are unconnected. Accepted values are constants defined in the class `tf.UnconnectedGradients` and the default value is`none`.,Accepted values are constants defined in the class tf UnconnectedGradients QSTR none,,,,,,,
592,tf.gradients,unconnected_gradients,Optional. Specifies the gradient value returned when the given input tensors are unconnected. Accepted values are constants defined in the class `tf.UnconnectedGradients` and the default value is`none`.,Optional,,,,,,,
593,tf.gradients,unconnected_gradients,Optional. Specifies the gradient value returned when the given input tensors are unconnected. Accepted values are constants defined in the class `tf.UnconnectedGradients` and the default value is`none`.,Specifies the gradient value returned when the given input D_STRUCTURE are unconnected,,,,,,,
594,tf.random.fixed_unigram_candidate_sampler,unique,A `bool`. Determines whether all sampled classes in a batch are unique.,A D_TYPE,D_TYPE,,,,0,,
595,tf.random.fixed_unigram_candidate_sampler,unique,A `bool`. Determines whether all sampled classes in a batch are unique.,Determines whether all sampled classes in a batch are unique,,,,,,,
596,tf.random.learned_unigram_candidate_sampler,unique,A `bool`. Determines whether all sampled classes in a batch are unique.,A D_TYPE,D_TYPE,,,,0,,
597,tf.random.learned_unigram_candidate_sampler,unique,A `bool`. Determines whether all sampled classes in a batch are unique.,Determines whether all sampled classes in a batch are unique,,,,,,,
598,tf.keras.layers.SimpleRNNCell,units,"Positive integer, dimensionality of the output space.",Positive D_TYPE dimensionality of the output space,D_TYPE,,,,,"(0,inf)",
599,tf.scatter_nd,updates,A `Tensor`. Updates to scatter into output.,A D_STRUCTURE,,D_STRUCTURE,,,,,
600,tf.scatter_nd,updates,A `Tensor`. Updates to scatter into output.,updates to scatter into output,,,,,,,
601,tf.tensor_scatter_nd_sub,updates,A `Tensor`. Must have the same type as `tensor`. Updates to scatter into output.,A D_STRUCTURE,,D_STRUCTURE,,,,,
602,tf.tensor_scatter_nd_sub,updates,A `Tensor`. Must have the same type as `tensor`. Updates to scatter into output.,Must have the same type as D_STRUCTURE,&D_STRUCTURE,,,,,,
603,tf.tensor_scatter_nd_sub,updates,A `Tensor`. Must have the same type as `tensor`. Updates to scatter into output.,updates to scatter into output,,,,,,,
604,tf.keras.layers.SeparableConv1D,use_bias,"Boolean, whether the layer uses a bias.",D_TYPE whether the layer uses a bias,D_TYPE,,,,0,,
605,tf.linalg.lu_matrix_inverse,validate_args,"Python `bool` indicating whether arguments should be checked for correctness. Note: this function does not verify the implied matrix is actually invertible, even when `validate_args=True`. Default value: `False` (i.e., don't validate arguments).",Default value CONSTANT_BOOL i e don t validate arguments,,,,,,,
606,tf.linalg.lu_matrix_inverse,validate_args,"Python `bool` indicating whether arguments should be checked for correctness. Note: this function does not verify the implied matrix is actually invertible, even when `validate_args=True`. Default value: `False` (i.e., don't validate arguments).",Note this function does not verify the implied matrix is actually invertible even when validate_args CONSTANT_BOOL,,,,,,,
607,tf.linalg.lu_matrix_inverse,validate_args,"Python `bool` indicating whether arguments should be checked for correctness. Note: this function does not verify the implied matrix is actually invertible, even when `validate_args=True`. Default value: `False` (i.e., don't validate arguments).",Python D_TYPE indicating whether arguments should be checked for correctness,D_TYPE,,,,0,,
608,tf.make_tensor_proto,values,Values to put in the TensorProto.,values to put in the TensorProto,,,,,,,
609,tf.variable_creator_scope,variable_creator,the passed creator,the passed creator,,,,,,,
610,tf.data.experimental.from_variant,variant,A scalar `tf.variant` tensor representing a dataset.,A scalar D_TYPE D_STRUCTURE representing a dataset,D_TYPE,D_STRUCTURE,,,0,,
611,tf.math.confusion_matrix,weights,An optional `Tensor` whose shape matches `predictions`.,An optional D_STRUCTURE whose shape matches PARAM,,D_STRUCTURE,,&PARAM,,,
612,tf.strings.as_string,width,An optional `int`. Defaults to `-1`. Pad pre-decimal numbers to this width. Applies to both floating point and integer numbers. Only used if width > -1.,An optional D_TYPE,D_TYPE,,,,0,,
613,tf.strings.as_string,width,An optional `int`. Defaults to `-1`. Pad pre-decimal numbers to this width. Applies to both floating point and integer numbers. Only used if width > -1.,Applies to both D_TYPE point and D_TYPE numbers,D_TYPE,,,,,,
614,tf.strings.as_string,width,An optional `int`. Defaults to `-1`. Pad pre-decimal numbers to this width. Applies to both floating point and integer numbers. Only used if width > -1.,Defaults to CONSTANT_NUM,,,,,,,
615,tf.strings.as_string,width,An optional `int`. Defaults to `-1`. Pad pre-decimal numbers to this width. Applies to both floating point and integer numbers. Only used if width > -1.,Only used if width CONSTANT_NUM,,,,,,,
616,tf.strings.as_string,width,An optional `int`. Defaults to `-1`. Pad pre-decimal numbers to this width. Applies to both floating point and integer numbers. Only used if width > -1.,Pad pre decimal numbers to this width,,,,,,,
617,tf.signal.inverse_stft,window_fn,"A callable that takes a window length and a `dtype` keyword argument and returns a `[window_length]` `Tensor` of samples in the provided datatype. If set to `None`, no windowing is used.",A callable that takes a window length and a QSTR keyword argument and returns a BSTR D_STRUCTURE of samples in the provided datatype,,,,,,,
618,tf.signal.inverse_stft,window_fn,"A callable that takes a window length and a `dtype` keyword argument and returns a `[window_length]` `Tensor` of samples in the provided datatype. If set to `None`, no windowing is used.",If set to QSTR no windowing is used,,,,,,,
619,tf.bitwise.right_shift,x,"A `Tensor`. Must be one of the following types: `int8`, `int16`, `int32`, `int64`, `uint8`, `uint16`, `uint32`, `uint64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
620,tf.bitwise.right_shift,x,"A `Tensor`. Must be one of the following types: `int8`, `int16`, `int32`, `int64`, `uint8`, `uint16`, `uint32`, `uint64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
621,tf.debugging.assert_non_positive,x,Numeric `Tensor`.,D_TYPE D_STRUCTURE,D_TYPE,D_STRUCTURE,,,,,
622,tf.debugging.assert_positive,x,Numeric `Tensor`.,D_TYPE D_STRUCTURE,D_TYPE,D_STRUCTURE,,,,,
623,tf.ensure_shape,x,A `Tensor`.,A D_STRUCTURE,,D_STRUCTURE,,,,,
624,tf.keras.backend.all,x,Tensor or variable.,D_STRUCTURE or variable,,D_STRUCTURE,,,,,
625,tf.keras.backend.argmin,x,Tensor or variable.,D_STRUCTURE or variable,,D_STRUCTURE,,,,,
626,tf.keras.backend.batch_normalization,x,Input tensor or variable.,Input D_STRUCTURE or variable,,D_STRUCTURE,,,,,
627,tf.keras.backend.count_params,x,Variable or tensor.,Variable or D_STRUCTURE,,D_STRUCTURE,,,,,
628,tf.keras.backend.normalize_batch_in_training,x,Input tensor or variable.,Input D_STRUCTURE or variable,,D_STRUCTURE,,,,,
629,tf.keras.backend.not_equal,x,Tensor or variable.,D_STRUCTURE or variable,,D_STRUCTURE,,,,,
630,tf.keras.preprocessing.image.random_channel_shift,x,Input tensor. Must be 3D.,Input D_STRUCTURE,,D_STRUCTURE,,,,,
631,tf.keras.preprocessing.image.random_channel_shift,x,Input tensor. Must be 3D.,Must be CONSTANT_NUM D,,,,,CONSTANT_NUM,,
632,tf.math.asinh,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `complex64`, `complex128`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
633,tf.math.asinh,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `complex64`, `complex128`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
634,tf.math.erfinv,x,`Tensor` with type `float` or `double`.,D_STRUCTURE with type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
635,tf.math.floor,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
636,tf.math.floor,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
637,tf.math.lbeta,x,"A rank `n + 1` `Tensor`, `n >= 0` with type `float`, or `double`.",A rank n CONSTANT_NUM D_STRUCTURE n REXPR with type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
638,tf.math.log_sigmoid,x,A Tensor with type `float32` or `float64`.,A D_STRUCTURE with type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
639,tf.math.logical_and,x,A `Tensor` of type `bool`.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
640,tf.math.minimum,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
641,tf.math.minimum,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
642,tf.math.multiply_no_nan,x,"A `Tensor`. Must be one of the following types: `float32`, `float64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
643,tf.math.multiply_no_nan,x,"A `Tensor`. Must be one of the following types: `float32`, `float64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
644,tf.math.reciprocal,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`, `complex64`, `complex128`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
645,tf.math.reciprocal,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`, `complex64`, `complex128`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
646,tf.math.sign,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`, `complex64`, `complex128`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
647,tf.math.sign,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `int32`, `int64`, `complex64`, `complex128`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
648,tf.math.tanh,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `complex64`, `complex128`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
649,tf.math.tanh,x,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`, `complex64`, `complex128`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
650,tf.math.zeta,x,"A `Tensor`. Must be one of the following types: `float32`, `float64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
651,tf.math.zeta,x,"A `Tensor`. Must be one of the following types: `float32`, `float64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
652,tf.nn.dropout,x,A floating point tensor.,A D_TYPE point D_STRUCTURE,D_TYPE,D_STRUCTURE,,,,,
653,tf.math.nextafter,x1,"A `Tensor`. Must be one of the following types: `float64`, `float32`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
654,tf.math.nextafter,x1,"A `Tensor`. Must be one of the following types: `float64`, `float32`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
655,tf.keras.backend.less_equal,y,Tensor or variable.,D_STRUCTURE or variable,,D_STRUCTURE,,,,,
656,tf.math.atan2,y,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`.",A D_STRUCTURE,,D_STRUCTURE,,,,,
657,tf.math.atan2,y,"A `Tensor`. Must be one of the following types: `bfloat16`, `half`, `float32`, `float64`.",Must be one of the following types D_TYPE,D_TYPE,,,,,,
658,tf.math.equal,y,A `tf.Tensor` or `tf.SparseTensor` or `tf.IndexedSlices`.,A D_STRUCTURE or tf IndexedSlices,,D_STRUCTURE,,,,,
659,tf.math.logical_and,y,A `Tensor` of type `bool`.,A D_STRUCTURE of type D_TYPE,D_TYPE,D_STRUCTURE,,,,,
660,tf.math.squared_difference,y,A `Tensor`. Must have the same type as `x`.,A D_STRUCTURE,,D_STRUCTURE,,,,,
661,tf.math.squared_difference,y,A `Tensor`. Must have the same type as `x`.,Must have the same type as QSTR,&PARAM,,,,,,
662,tf.compat.forward_compatibility_horizon,year,"A year (e.g., 2018). Must be an `int`.",A year BSTR,,,,,,,
663,tf.compat.forward_compatibility_horizon,year,"A year (e.g., 2018). Must be an `int`.",Must be an D_TYPE,D_TYPE,,,,0,,
664,tf.compat.forward_compatible,year,"A year (e.g., 2018). Must be an `int`.",A year BSTR,,,,,,,
665,tf.compat.forward_compatible,year,"A year (e.g., 2018). Must be an `int`.",Must be an D_TYPE,D_TYPE,,,,0,,
